comment,label
answer m x lmloption d,doubt
sir plz cover the rocket propultion,doubt
mistake shyid sir  pe ans j he who tho q likla hq mara tho  j aa raha h,doubt
sir s bolck par banayiye plz,doubt
after coming in comment section i can say i am not only lazy one in th,doubt
sr mujhe english me bhut jayada dikkat hai kya kru,doubt
can anyone tell why we dont take torque due to weight of rod mg  l in first problem,doubt
solution is  wgwfwfwn so here we have wg mgh and wn and wf mu mgl and then total workdone is mumglmgh,doubt
sir  par pp ki jagah par pp hoga kya sir  anyone plz answer,doubt
sir last question ke st part m bhi toh motion hora h toh fl ku lia fk ku ni lia,doubt
sir what happened to your left elbow,doubt
kaise solve kare,doubt
sir aap math k liye video kyu nhi banate,doubt
sir isme aapne cartesian vectors ke beech me angle nikalna toh sikhya nhi,doubt
but why are we using partial differentiation del instead of dx or dy,doubt
sir please dont forget your promise that earlier you had said that you will complete the syllabus of class  th this year and syllabus of class  th will be done on next year sir you are our best friend as well as teacher kindly help us,doubt
is intigration means adding the equation,doubt
those who study this chapter for preparation of jee,doubt
its parallel to x axis,doubt
why thermodynamics star with zero the laws  every laws always starting with first law,doubt
first mcq option d according to me ab exists ba exists and aa exists,doubt
sir ye loge kya h,doubt
sir ye jo apne angle ke value nikalne sikhaye he na wo sin  me  aa rhe jb ke uske value  hote he to kya ye trick her degree per applicable nhi he,doubt
heycould sme help me out with the last qdoes the string between the  kg and kg  have the same tension as in case of tension bw  and,doubt
maam aapne bola tha ki multiply ya divide krte waqt sign change ho jaate hai,doubt
d option lenin isme me hoga,doubt
tentacle meadhesive cell wall meaning ky hai,doubt
sir average velocity ka last question th class ka hai ie vvvv,doubt
sir apne suru mai kaha tha ki displacement shortest distance from initial position to final position avi between kyu keh rahe ho ak confusion haa pehle apne between nehi bola tha,doubt
lekin mai phle aapka lecture sunta hu phir text book pdhta hu kuki phle pdhta hu to samaj nahi aata,doubt
at  t mein sirf t kyon likha  bhi toh karna hoga,doubt
sir please physics class  chapter  sabi formula aur uske use ke upar vedio banooo please,doubt
sir  ans r,doubt
sir center of mass per,doubt
how are the n cos or sin theta are come i dont understand,doubt
at  sir aapne acceleration ki value  kyon ni rkhi,doubt
sir lekin meet books me differentiation ka kuch bhi nhi he,doubt
previous video konsi hai jisme pahle hi sab explain kar rakha hai i dont know,doubt
can anyone please replyin  dydxu dvdx v dudx h toh hmne hme v ko differntiate aise krna chaiye tha dydv please reply please replyhmne aisa kyu likha jbki yuv mein khi bhi x nhi h fir hmne usko kese relate kiyaplease reply please reply soonmujhe formula smaj ni aaya can anyone explainpleasepleaseplease replyi am ayushi,doubt
sir why did we take friction as limiting for the v minimum for maximum it is understood,doubt
in last  ques sir has taken all values in si so why ans is in cm,doubt
yaha pe kuch toh gapla hai,doubt
hii mam water living thing hai ya non living,doubt
you said it is pure rolling then why friction isnt zero in the zero because earlier you said that in pure rolling friction is zero,doubt
sir  formula ye bhi toh sakta hai nah  r rho g   t cos,doubt
maam a bthen can we say b is a superset of a,doubt
lim x to  cos x  cos x plz provide the solution,doubt
anyone knows what zumba means,doubt
h koy  k liye,doubt
kio ki sir yeha par displacement ho rha or displacement negative ho sakta hai isliy time negative aaya,doubt
s block ka video dalo please,doubt
mam bio ka online class kab chalu hoth hai tm pls,doubt
are sir  pe apne aisa kyon bataya ki volume bhi change hogi dono ki  aur jabki containers ki volume to fixed rahegi to gasses kaise expand ya compress ho sakti  kyonki unke pass jageh hi nhi hogi,doubt
sir if any number like  power of  is the power will be significant or not,doubt
sir rd last question me apne moi com ka jitu liya,doubt
mam hum kya sign badal ne ke jagah x ka place nhi badal sakte h,doubt
sir one more video is very necessary  rolling on incline there are many questions in hc verma  objective ii one or more currect which is out of understanding  sir pls make a video on this topic pls,doubt
where is on inclined plane,doubt
xx ka minima ya maxima kasie nikalte h,doubt
sir angular impulse bhi aapne video banaya hai kyanhiii mil rahaplzsir zaroor comment padheaur bata do sir,doubt
at  u told that if velocity is getting ve it means force is in the direction of motion but is it true bcz ek case me hm ye v dekh skte h ki agr ek trff se greater force lg rha h to us direction me motion ho rha hogaim the direction of greater force iska mtlb ye to ni na ki aur koi force uspe nahi lg rha,doubt
sir u neglect  while proofing  rd law by nd law,doubt
koon koon january mai lecture attend kar raha hai ya mai akela hi hu yaha,doubt
qi q w ii q  w,doubt
sir jab aa   hoga tb torrcelli equation ki jagah konsa equation lgega,doubt
sir first question me mass change kaise ho gaya kg or  kg tha after collision kg and kg ho gaya kaise,doubt
sir notes kese le self notes to bana rahe hai but still some theory material needed,doubt
sir gamma,doubt
last question ka answer d ml,doubt
sir m addicted with your vedios without listening your vedio m not able to study even a single topic sir plz plz plz make complete vedio on rotational motion too only u can explain well that chapter to me and nobody else can,doubt
b g,doubt
mem ye clean dekhi nhi de raha,doubt
ka meaning kinko samaj nahi aaya like thoko jeene samaj aaya woh comment karo,doubt
sir i had lerned that mass never change only weight changes,doubt
sir aapke dono physics or chemistry ke concept itne clear kaise h,doubt
in q at  in ques the temp is given in celsius but while solving it you have taken the temp in kelvin without converting it,doubt
ive exam of sem  btech and im learning whole calculus in  hours,doubt
sir plz physical quantity pr ek lecture de thanks,doubt
sorry for doubt sirbut in question no how can kerosene oil apply upthrust on ice since its ice density is more than water,doubt
sir video m kuch khao nah earphone me uske hi sound ate h vrna,doubt
dear sir how to make dataplease,doubt
sir  ma  to insignificant hui aur  ke bad koi number ho to badha dena chahiye par apne  he likha plz reply sir,doubt
two vector always coplaner ho  confuse kr rha hai ye point,doubt
start ke questions me jab case pure rolling ka hai to f frictional force  ko qu consider kiya hai apne,doubt
sir  equation of continuity konsai lecture me hai  plz is video ka nmbr batao,doubt
sir substitution method ke question me  apne dtt ko t kaise liya nhi samajh me aaya sir plz help me,doubt
why did you not use a x b  a x b x sin thetais this only used when an angle is given between the two vectorsplease reply this is the only doubt i had the entire video,doubt
black hai na,doubt
alakh sir muze ek problem hai pw vale app me maine jis batch k liye pais bhara hai uske jagah aap ne dusra batch subscribe kar diya hai,doubt
sir aap bolraheho ki infinity se work on mass with the constant speed but work is the product of force and displacement if there is the term of force then force will change speed or velocity how it is possible to maintain the constant speed sir if you read this comment then please make the video if it is important for all loving students,doubt
sir apne sirf   likha hai actually me  hoga,doubt
sir please must reply sir in  equation we get relative velocity before collision and after collision sir before collision mein aapne uu mr diya but after collision bhi vv why sir please must reply,doubt
sir aap kitne time online aate ho,doubt
iit jee  question me t ki power  kaise ho gyi sir  agar hm galat hai to someone plz correct me,doubt
sir please board thoda shine karta haiphone ko thoda dur rakhne pe thoda clearity nahi ho pata hai,doubt
why there is a need to touch the tangent of point a with point b in the variable slope i mean tangent touches only a single point so why this tangent has to touch the point b without crossing it,doubt
mam anaphase ma kinetochore chromosome k sath e rhy gha k disappear ho jaye gha,doubt
lastly i think sir had took mistake becos ketotal can be  but kesystem can not be because if we consider a system it already mentioned its at rest  whereas ke total stands for the sum of ke of individual partical kesystem is zeroacc to mee by the way his concepts are very strong,doubt
mam properties of union of set clear nahi ho paya hai toda acche se samjhaye,doubt
sir apko follow kerenge to hamara jee mains ache no se nichaljayega kya,doubt
why mg is not taken,doubt
apko aur homework karna parega bcs saxicoles is not the example of lichen its a types of lichen,doubt
par mam hum kaise green or red colour me likhenge,doubt
can i prefer my school isc book for reading  please tell,doubt
maam note mil jaye ge iss chapter ke,doubt
sir in  minute u have written ijk but sir it should be i jk or not,doubt
the last question ans is may be sqt of,doubt
apne  th me padha he hoga,doubt
sir qstn  me agr hm triangle ke upar ek ar triangle suppose kr ke ek sqr bana de ar uske along moi nikal ke half kr de to bhi ans same aa rha is it correct,doubt
kya sir aur video nahi aarha hai,doubt
sir why dont you take mock tests on advanced problems,doubt
tnt kya ek formula hota hai,doubt
mam your teaching well but most of students like english language,doubt
isnt r constant too,doubt
sir first question me pahli body jiski velocity ms thi uska mass kg tha before collision but after collision uska mass  kg kese hua,doubt
iii mam ye questions me  jo h,doubt
vmaxmsvminrootam i correct,doubt
sirji padhai mein kai baar feel nhi aati kya karu  sir jarur bata do kuch,doubt
cms,doubt
sir in why do we get different value if we apply conservation of momentum along loi as vu cot theta,doubt
answer for the last q d,doubt
what is the work done by friction and gravity in last question,doubt
second last question me actual distance sutor aap bata rahe ho sto kay  ke bajaye  hoga kayplease tell me,doubt
sir please solve ncert questions also in u tubemake videos for exercise also,doubt
option a,doubt
sir plzzzzzz replyt square  t ka quadratic equation kese solve kareplz sir reply it,doubt
sir pr jo question hai uske answer m x square bhi to ayega na,doubt
ek doubt tha sir aapne jitna vi free body diagram banaya aur solve kia unme friction force nahi tha why sir thoda confused hu,doubt
sir in first problem at  do not given theta,doubt
sir on applying the laws of motion the ans comes to be msas per vuasvery simple sir,doubt
p p  rowghh hoga last,doubt
very helpful before  day of exam,doubt
pw scale,doubt
maam in book the formula is nc  ncxncrxx ki power  isliyea likha q k r mil nhi rha tha you are wrong or book,doubt
in ques  actual distance kmhoww,doubt
bt earlier we studied that in refrigerator the heat rejected is q so why the heat rejected here is given by q,doubt
how does m changed from kg to kg,doubt
mam pls tell that aap extra wala syllabus jo ncert se hatkr aata hai  percent neet main wo extra syllabus bhi aap cover karoge sare chapters ke,doubt
torque of mg kaha hai,doubt
c kyun aaya,doubt
sir aapne ek question karvaya hai video mein timing  agar hum isme p and q ke magnitudes nikalne ke liye q vector ko parallel shift karke uski tail ko p vector ke head se join karde to shayad vo question pythagoras se ho sakta hai jo ki shayad easy hoga direct method seand thank you for making these wonderful videos,doubt
sir in the last question differentiation of sin x is cos x and that of cos x is sin x thus there was a little misplace of ve sign at the end of the answer and it would be lnsin x cos x  c,doubt
mam u said the formula xnanxaif we take xnnxhow to do,doubt
sir angle of repose or angle of friction me kya antar hai,doubt
sec mai block of  kg and surface ke beech mai bhi friction hai jiska mew  then usse question mai use kyu ni kiya,doubt
but mam if we put the value in number then value will equal,doubt
mam notes available kar dizye,doubt
what is it uses in the reallife,doubt
thank u mam for clearing my doubts about chordata,doubt
square wala question nahi hua,doubt
how many memmebers in telugu language,doubt
no sir moi is tensor quantity,doubt
mamplease try to cover course lit bit faster one video in two days,doubt
hi any one can help me  how can write aqpdd plz,doubt
sir i have a very humblepolite request please reply sir aapko ek question puchna thalast question mere khayal se ke final  mv  mu hona chahie kuyn ki direction toh alag hoga naheisa kyun nhi hua sir chamja dijie plzz,doubt
kuchh samgh nahi aaya,doubt
at  min in pulley ques why does pseudo force not act,doubt
sir in books ke pdf miljayenge kya please sir btsna ho to,doubt
mgk is the ans of sec last ques,doubt
mam yha se notes kaisey bnaye,doubt
last question ans is logesinxcosx,doubt
sir i have no one to help,doubt
t because of roott t,doubt
sir instantaneous speed aur instantaneous velocity same hai kya,doubt
how t and t is producing torque at  its parallel to the line passing through o,doubt
sir hc verna ke solution ka video bhi banaya karo,doubt
can anyone explain this  in english,doubt
sir gravitation pe bhi video banaye naexams are near,doubt
how many videos will be coming on this topic,doubt
sirs answer me  my brain because of the terrible calculation i have  doing that again and again still getting brain  still not agreeing on himselfgoogle behanji  brain  yaar sir ne jaldi jaldi me galat kar diya hoga mai kabhi galat nhi ho saktame  achha jab mere th me math me  aaye the tab kaha mar gaya tha tu,doubt
hello mam question no ka answer book me kuch aur dia hai,doubt
sir theory kaise kre,doubt
yeah mains in  days and my dumbass brain decided to watch this video today,doubt
what is the dimension of radius,doubt
sir phle question m limiting friction kyu lia body to move ki na to kinetic kyu ni lia,doubt
hii sir i wants to know that what is the best way to study for neet pls sir give me the preparation tips,doubt
pa force to water bhi laga rha h or glass bhi to dono cancel kiu nhi ho rhe please answer sir,doubt
sir to find  the time when a ball passes from its mean position after its thrown upwards from the top of a tower is question ko solve karne ke liye  tug bhi to use kar sakte hai,doubt
sir if there is other angles besides of   degrees then what can we do,doubt
maam ye topic nahi shamejh me aaya to aap mujhe bhi samajha sakti hai please please please,doubt
sir your root  answer was wrong real answer was root,doubt
sir rotational mechanics pe jldi banaiyesir plsss,doubt
this lecture has sequence  progression only where is the lecture of series,doubt
and  is having two values  ie stable and unstable respectivly,doubt
sir but  pe j nahi aayega,doubt
sir at  u have found the value of q and q will be qj,doubt
ye ques to reletivity ke opposite kaam kr rha haispiderman dialoguevelocity change hone pr mass change kr diya sir ne no offence,doubt
sec  ans,doubt
hey guys in last questionwhile finding work done by friction we took total displacement as hypotenuse but friction is non conservative then why not we take total distance of mountain as it will be obviously greater than hypotenuse because it has pits that will increase distances,doubt
sir agar max value of coefficient of friction aaye tou kese nikale,doubt
sir practically maximum wave length kese calculate karte hai sun ya star ki,doubt
the angle could also be taken with the horizontal directionthen vs cos theta would have been equal with the rivers velocitycan that be doneif someone knowsreply pleasealso it is said in the question to find the angle his body makes with the river flowso i took angle that the velocity of man makes with the velocity of river,doubt
why is r perpendicular to axis can anyone tell,doubt
sir agar ques  hum masses ie  ko ek system consider kre aur phir value of t find kre to vo same ku nhi aarhi hai aarha hai aisa ku,doubt
yesyaad hai,doubt
mam jab ab koi bhi number lenge which is belongs to r  result  aiyega aur mod of  toh  hi hota hai and  to z me belongs nahi karta  toh kaise ye binary operation hoga pls mam clarify my doubt,doubt
equation me  chor diya,doubt
sir yea equation derive karna ko exam ma ata ha kya,doubt
sir is it  seconds last problem,doubt
sir lekin pta kese chalega ki konsa rule lgana h head tail ya parallelogrametc,doubt
i think it should be cos theetha,doubt
sir what if the external force is acting on both blocks,doubt
sir yeh log kya hota hai,doubt
bohat achai sai samaja ayayaa but mam agar thoda slow samjau tu bohat acha hooga,doubt
can you made hind midiyam th class video physics,doubt
i dont know hindi sir please can you give english subtitles plz sir,doubt
estimate the terminal speed of the rain dropsir is que ka ans  meter ayega n ki  cm,doubt
mam app cartilage per bhi aik alg say video banaye please mam,doubt
hme kaise pata h ki body vertically move nhi krega,doubt
sir pdf milega kya,doubt
sir imaginary numbers actual me imaginary nhi hote bs unka naam hota h imaginaryimaginary number bhi exists krte hbut hmm directly unhe nhi nikal skteie police chor ko pakad legi but hmm exact time nhi nikal sktewe haveto use comples numbers for them,doubt
mam jo apne last example krvaii hai usme degree  honi chahiye apne  ex ko dekh kr not defined keuu likha keu ki apne btaya tha agar jiska order jyada ho usi wale ki degree vi dekhte haimuje umed hain main kya kehna cha raha hu app achi tarah se samaj gye hoge,doubt
maam im little confuse about the sign change plz help maam,doubt
sir in  minute for normal reaction between blocks we take mg and nxt sum we take only horizontal force what is diffrence sirits confusing,doubt
human body main prokerytic cell payi jati hai kya,doubt
sir road ko thoda teda banate hai vo samjh aya but board kyu teda lagaya apne,doubt
sir engineering physics  first year ka physics ka lecture lo na please sir,doubt
sirjee wale question mein humein jb u find kiya tha toh height k liye humne perpendicular ki lenght kyu li object toh incline pr move kr rha tha na toh hypotenuse leni chahiye thi,doubt
what is the nab five,doubt
sir abhi m th m hu or  m chapter ki vedio aap bana hi rhe ho per next year tak  class k chapters ki vedio bhi bana na sir,doubt
pls tell me how to solve this question by integration sir,doubt
sir oriface pe pressure dgh nahi act hoga kya d density,doubt
thethanot definedand dot product,doubt
ml square d is right ans,doubt
mam how we do large noof additional and multiply,doubt
i started reading from hcv i couldnt understand one question so i turned yr channel if i would get the concept  is that sum,doubt
sir plzz make a video on motion under gravity  extra types of questions,doubt
watching on  coz its gold,doubt
sir waise hi kiya tha,doubt
pe sir aapne th rule likha h vo th rule jesa hi tho h sir pta kese lgega ki konsa lgana h rule,doubt
sir rasnik hallyday ka konsi book achha hai bohot book he rasnik hallyday ka plz say me the name,doubt
last question anstimesecposition from bm,doubt
sir what about abc physics,doubt
sir please koi bdiya maths teacher bta do,doubt
sir aapne jab  degree celcius se shuru kiya uestion to phir aapko answer kelvin kaise aaya ye mai thoda smjhi nahi sir,doubt
sir vo  vectors are in equal ka ans  ya  bhi aata he kya,doubt
sir ionic equillibrium start plz,doubt
kya yaad dila diya sir,doubt
sirinelastic collison when,doubt
use ug ug  ug for fast calculations,doubt
sirin the case of ffare they both scalar to each other and vector to themselves,doubt
sir iss chapter ke agle parts nehi denge,doubt
does sir take any live class for class,doubt
sir said before that a colour is observed only when that particular colour is not absorbed but now saying reverse,doubt
but initial and final points r given so we have to take climits of which quantity r usedpls someone tell me its urgent,doubt
subtraction vector me problem hai,doubt
mam samjh nhi arha h kuch bhi,doubt
sir plz com ki bachi hui videos upload kar dijiye mass cutting ki and oblique collision plz plz plz sir,doubt
at   the mass of planet and earth isnt same so how will it cancel each other its already given mass of planet is  the mass of earth,doubt
ans of last ques b g,doubt
pta nhi kyon par jab sir kehte hain ki bada hi khoobsurat sawal hai to darr sa lagne lagta hai,doubt
someone can explain me last questionheight of tree,doubt
integration of dt is t then how dt  t  t anyone can help me,doubt
isme angle of repose  given lekin angle theta  degree kha given hai sir at  minpar jo question hai jara smja dijye,doubt
static friction can be act in pure rolling that is it can be possible that velocity of contact point is  but acceleration along the platform is nonzero velocity of platform is,doubt
what does with respect to x meancan anyone tell,doubt
alakh sir dc pandey ke differentiation pg no  me differentiation ke  theorems ko cover kijiye samajh nhi aa rha h  theorem no,doubt
i think this   i is wrong,doubt
sir pls bataiye ki kaise only  big doubt sir pls reply,doubt
which chap is this,doubt
who see this video completely,doubt
maths ko usually kaise le liti ho aap,doubt
mam please make video on how to prove inequalities by the principal of mathematical induction,doubt
sir in  in question  so zero is non significant but there is is a non zero digit after  so five will remain as it is or it will become  help pls,doubt
will be a dotted vertical line because if we draw a line it means when  on the surface e is increasing,doubt
according tocorrect answer should be d,doubt
sir dard tho h awaz me kyu ayyaaa,doubt
sir ka dimensional formula ka hoga plz reply,doubt
x power nn answer of first question,doubt
lastsentance,doubt
law of equipartition of energy topic kya aapki book m h dostomujha apni m nhi mila,doubt
sir  me j hoga,doubt
sir bonding mein bas itne hi topics the,doubt
sir per qqq ki jagah qqq aana chahiye shayd,doubt
a force vector fi   jn is acting on a particle work done by this force is zero when particle is moving on the line y  px   the value of p is pls help me with this question,doubt
no of rat in india is a finite set,doubt
sir please tell us in english,doubt
sir magnetism kab chalu karo ga,doubt
sir gammacpcvbut what is the name of this quantity,doubt
pe jo xintercept hai o a  hoga,doubt
yaar neet ke liye derivation jroori h kyaya sirf formula se kaam chal jaayegaaplz comment,doubt
sir dono angle ka sum  hota hai usse laga dete,doubt
excuse me sirper agar hum dm point mass ko center of mass per lete to kya tab bhi thhik hoga ans,doubt
sir kaunsa community wala post,doubt
sirclass  ncert ka ye apka rd chapter hai or ap jo formula nd question me use kiye rsintheta wo formula bhi first br hai to sir uske bare me kuch introduce kr deteor phir us formula k use ka question late to sayd jada accha hota,doubt
sir temperature is dented by k,doubt
maam vasular bundel of dicotleaf has xylem upper epidermis and phloem towards lower epidermisby the way u taught nicely thanks,doubt
plz maam i have the doubts how can i solve that,doubt
sir cantre of mass ka bus ek hi video hai kya,doubt
sir is torque is energy,doubt
sir tangent to ek hi point par touch karta hai circle ke,doubt
kese calculations ki,doubt
sir aapka jo typed notes h usmai ncert kai saare topics cover tou ha n,doubt
httpsyoutubexgqadwsbfsir yehi wali vedio mai aap ne g ki value galat le ha,doubt
sir block girga to uspar kinetic friction act krega na,doubt
t minus isliye aaya kyuki wo direction bta rha hai,doubt
sirapne hypotenuse ko displacement kyon mana whereas it is the distance and the perpendicular distance must be the displacement,doubt
sir ek or video banao na samjh nhi aaya ache se plsss,doubt
sir maine sahi mein c mara tha in the last sum,doubt
pole ki taraf jane par weight badhega,doubt
friction is the topic i hate,doubt
maine chemistry wala thermodynamics nahi dekha abhi tak sir toh kya ye chp mujhe samaj aayega,doubt
sir notes wale links kaam nhi krr rhe hai please do something,doubt
plzz reply kia sir kay jo lectures ha kinematics walay aur physical quantities and errors walaywo as level kay ha kay fsc kayplzz must reply help karo,doubt
mam who gave the term phylum,doubt
sir pls help me for mathematicspls plsssss sir,doubt
change in momentum mu hoga kya ya mai kuch galat calculate kar rha hu,doubt
mm gaya to m bachega vo kaha gya,doubt
sir pehle aapne bola ki ve pe maximum and ve pe minimum but last m iske opposite bola aapne please explain clearly wheather its maximum at ve or not,doubt
mam apse ek request hai aap please th ke ncert sol life process aur reproduction ke phle de dijiye ga aur ho ske to first chptr ki activities bhi mam please i have half yearly from  and mam im these  days if u give only  or  days to th atleast the questions of first chptr would be done please see to it,doubt
is there anyone who got iit with the help of alakh sirs classes,doubt
sir woh star wale question mein mass change nahi hoga kya explosion ke baad,doubt
mam im curious for cytology,doubt
by using formula a  v dvdxa dx  v dvon integration of side  we getx  v  c at x and v    when body is at rest we get c    thenputting this valve on eq and solving thisfinal answer is v   and,doubt
sir mass bhi to constant hi hota hai to use convert kyu kiya mass  density volume because volume bhi constant hi hai,doubt
kuch samagme nahi araha,doubt
last ka answer m  gm,doubt
r   root  angle between them root,doubt
wala question inertial frame se nahi ho pai raha,doubt
sir aap number de do dyge ya to apna,doubt
sry sir thik hai aapne shayad pie dsq kiya hai,doubt
before  days kya padhe ki pss ho jaaye  mne kuch itna ni padha ki pss hojau yr  koi imp btado ki main pss hojau,doubt
those students who watching this video in  thoko like,doubt
mam take class in urdu i dont understand hendi i am from pakistan,doubt
answer ts and position where they meet  m from the ground,doubt
sir in the problem in  is this log of base  or of base e plz reply anyone,doubt
anyone class  student like me for neet preparation,doubt
sir slope of v t graph constant h to acceleration bhi constant hona chahiye,doubt
maximum height me apan  ug ye formula nahi laga sakte kya,doubt
anti parallel shayad galat h q ki wo parallel hai but direction alag h,doubt
s and  m from ground and  m from height,doubt
me  kg ke upar peche se auur aak force piche se lagega sir,doubt
sir rigid body dynamics please upload soon,doubt
vt kase hua sir,doubt
sir pure water ke liye theta ki value  hoti h na,doubt
sir par wo last  kaha gaya,doubt
time do depend on frame of reference,doubt
sir physics wallaha app lapyop pa kasa download kra sir,doubt
sir please please please modern physics ke video upload kijiye,doubt
sir angle poq kyu liya,doubt
ans of last question  g,doubt
xxfnet,doubt
maam we really need all the chapters in one shotthnkssz for such a nice explanation,doubt
splendid we want icse class,doubt
take two dice throw the simultaneously  times note the result and find the probability to get same result on both the diceandtake three coins toss them simultaneously  times record the outcome and find the probability for getting attt b two t and one hhow to solve these  questions mamplz provide solution of these  questions,doubt
mem in question  cos value  dono me hai to aapne nd term value    hi kyu rakhi mem,doubt
lift waale question me bhi to man ka acceleration  zero h to fir ye kya kiya h sir ne,doubt
mam magnet brains per english and hindi bhi please,doubt
home work question answer  ms,doubt
can anybody tell me how dvlsquaredl came  please,doubt
sir plz answer meif sum of  vectors is  then why they will form triangle,doubt
kya alakh sir se pdh kr hm log jee mains qualify kr sakte hai,doubt
how did get notes  please help anyone,doubt
sir basic mathematical tools ki jo baat kar rahe hain vah playlist ka kya naam,doubt
how came mgx in the hw question,doubt
vmax is ms and vmin is ms,doubt
is question main root  ko niche lijae bina nahi krr skde kya,doubt
sir tan  not defines hai mtlb  pr usee niche wali value kaise effect hogi becoz if we cross multiply to upar wala zero hoga i am confused,doubt
slope wale q mein jo sir ne sabse pehle karaya usmein spring ki wajah se final potential energy zero hogi sirf gravitational pe hi hogi aisa kyun,doubt
me conservation of momentum nhi lg skta kya,doubt
sir please solve the  question the question is about of mass  kg moving with a velocity of  msecstrikes an identical body at rest  after collision they strike together calculate the final velocity but in these questions calculate the loss in kinetic energy answer is  j,doubt
mam in my aakash module derived monosaccharides is also given  but you havent explained about it,doubt
ans pls parallel shift vector ma motiin of body change ho jaegii to kca prblm ko solve krn,doubt
did he make a video on logarithm,doubt
sir apka q galat kiya hai,doubt
sir  mei jo equation bann rhi hai uske roots complex aa rhe hai,doubt
sir  wala wrong hai  se nahi  se multiply hoga,doubt
doubthow did you get to know that celsius and fahrenheit follow linear graph relation,doubt
mam sequence and series ka video plzz jaldi dal dejiya,doubt
is this video helpful for neet however your classes are really wonderful,doubt
sir aap kish book se padate hai,doubt
ans fm,doubt
sir many people say online pdhke jee nhi nikalta is it true siri dont think so if teacher like you is there for us,doubt
vconstant,doubt
sir i have a questionyou told us that pressure  forcearea and both force and area are vectors but we know that vector quantities cannot be divided then how can we divide two vectorsthis problem is also same in case of weight weight  mass acc due to gravity where both m and g are vector quantitieswhy,doubt
is the answer,doubt
sir  pe jo example h usme k ve kyu nhi hai,doubt
sir bsc th sem ki video bi bana diya karo sir,doubt
sir kitne formule h,doubt
in  how v comes t  can anyone tell me,doubt
sir yeha pe koi vi constant hoga to wo bahar chale jayegaawesome sir,doubt
newtons laws are valid if observers acceleration with respect to systemwhole setup or part of universe where experiment is going onis zeronlm are also valid for non inertial frames only if you are measuring all data with respect to yourselftaking your velocity constant its all about your way of observationand for earthyes earth is a non inertial frame but only for those system which located outside of the earthin our daily routine we observes thing from earth so if system is located on earth it means the system and observer both are moving with earth so observers acceleration with respect to system is zero no matter what your acceleration with respect to anything the main thing is that what is your acceleration with respect to systemthis is the reason why nlm are valid for our observation from earthour acceleration should be zero with respect to earthand students should know thatvelocity acceleration and time are not defineyour velocity is different for different framenewtons laws are not purely valid bcoz it assumes that time is constant for all body while it its not true the theory of relativityoverall conclusionnewtons laws are validnotaur baaki to sir ne bata hi diya hai video mebest teachergod bless you,doubt
is it a study of iit,doubt
please sir logerithm ka bhi video bnayia nplease,doubt
time is coming negative because when we take square root of any number the value is in negative and positive form thats why the time is coming negative,doubt
bike pe chhaata khola to chhata hi tuut jayega soq solve,doubt
why g is taken as negative alwaysmy school teacher saying it depends on situation but pw is saying always negativecan anyone explain me please,doubt
sir hc verma ka solution karwa dijiye n class  ka,doubt
sir aap aapna no dijiye,doubt
sir gadi kaise chalayege jab umbrella ankh ke samne la dege,doubt
exam ke ek din pahle kon kon dekh raha he,doubt
tomorow is my final exam,doubt
ans is gmmr,doubt
sir average speed nahi a raha,doubt
coaching,doubt
tt is the distance from the origin find avg speed when ts and ts and find instantaneous speedat ts sir plz elaborate,doubt
sir chemical meb ke bhi vidio bnao thnks,doubt
sir plz oscillation wala chapter bhi sikhao plz sir ye chapter ofst pu ka bohat tough pad raha,doubt
sir hame mg k components kab lene hain aur n k components kab lene hain please replyaapne kaha k jab block aur friction k beech me friction nikalte hain to mg k components lete h aur jab car k saath friction calculate kar rahe hain to n k components le rahe hain kyunn,doubt
sir while explaining the position of surface of liquid while the vessel is in motion horizontally i e the surface becomes slanted you didnt talk anything about the force due to pressure on the surface and at the bottomwhy sirare those both force negligible in this caseplz reply sir i am confused here and cant go ahead,doubt
option d is correct if i am right then clike on unlike botton,doubt
sir that stone wala sum me g will be positive as the stone is moving down,doubt
sir  pe jo question tha usme sir aapne tail to tail mila ke angle nhi nikala tha toh sir woh sahi kaise hua pls answer sir,doubt
is this will be helpful for neet too,doubt
but sir cos    cos  its confused me to find answer,doubt
please make a vedio full of difficult questions on conduction,doubt
answer of the question is  cms,doubt
sir ye que  sirf  line me hi bn jaega temperature gradient se sirf  line me l to  ka,doubt
i have a doubt why is a force also acting on the other side of the pipe in an opposite direction,doubt
sir mere pas to community tab hai hi nahi main kaise karu aus question ko jo aapne video m kaha h karne ko,doubt
sir aap chemistry me states of matter pe video banane wale h kya  please reply sir plsss,doubt
sir aapne jo integration wali video di h usme last ques m sin cos ka differention karna tha jo ki cos sin hota h pr aapne intefration kar rakha h jisse ans  cos sin aa raha h pz giade me that am i right or wrong,doubt
at   we dont have to take the moi of rod,doubt
sir observer par a ke saath saath g bhi toh accelaration lagna chahiyebut we used only a why,doubt
similar d displacment of ballon wrt groundddisplacement coverd by monkey wrt ballonmmvmv forward p backward p mmm lx mlmm,doubt
at  vector a and vector b are at a right angle to each other right,doubt
i could not got the ch maam,doubt
are these lectures sufficient for jee,doubt
vale ques me agar hum tan alpharyrx se kare toh bhi shi h kya kyoki mera and  aa rha hai jo ki tan  hota hai,doubt
sir r ka value  kj mol k hota hai,doubt
mem app maths or bio dono kaise padate ho apka  me konsa subject tha,doubt
acc,doubt
